id,state_name,district_name,season,crop,area,production
1401,Uttar Pradesh,SHAHJAHANPUR,Rabi       ,Rapeseed &Mustard,14791,8370
1402,Assam,LAKHIMPUR,Summer     ,Paddy,14700,26717
1403,Assam,LAKHIMPUR,Summer     ,Rice,14700,26717
1404,Uttar Pradesh,HAMIRPUR,Kharif     ,Arhar/Tur,14682,3555
1405,West Bengal,MEDINIPUR WEST,Rabi       ,Rapeseed &Mustard,14667,10748
1406,Karnataka,MANDYA,Summer     ,Rice,14657,52912
1407,Bihar,SUPAUL,Kharif     ,Jute,14630,193848
1408,Telangana ,WARANGAL,Kharif     ,Dry chillies,14614,44324
1409,Bihar,KATIHAR,Rabi       ,Maize,14582,140089
1410,Karnataka,KOPPAL,Kharif     ,Arhar/Tur,14572,8472
1411,Uttarakhand,PAURI GARHWAL,Kharif     ,Rice,14566,17359
1412,Uttarakhand,PAURI GARHWAL,Whole Year ,Rice,14566,17359
1413,Uttar Pradesh,GONDA,Rabi       ,Masoor,14552,11118
1414,Maharashtra,HINGOLI,Rabi       ,Safflower,14500,5100
1415,Uttar Pradesh,MEERUT,Kharif     ,Rice,14466,42892
1416,Andhra Pradesh,VIZIANAGARAM,Kharif     ,Sugarcane,14463,875345
1417,Uttar Pradesh,ALIGARH,Kharif     ,Maize,14445,30956
1418,Uttarakhand,CHAMPAWAT,Kharif     ,Total foodgrain,14404,18604
1419,Maharashtra,SANGLI,Kharif     ,Other Kharif pulses,14400,7200
1420,Goa,SOUTH GOA,Whole Year ,Coconut ,14387,714
1421,Goa,NORTH GOA,Kharif     ,Rice,14385,40962
1422,Andhra Pradesh,VIZIANAGARAM,Rabi       ,Maize,14358,110241
1423,Karnataka,BANGALORE RURAL,Kharif     ,Maize,14334,44066
1424,Karnataka,BIJAPUR,Kharif     ,Cotton(lint),14303,32450
1425,Maharashtra,NANDURBAR,Rabi       ,Jowar,14300,18000
1426,Maharashtra,OSMANABAD,Kharif     ,Sunflower,14300,3500
1427,Sikkim,SOUTH DISTRICT,Kharif     ,Maize,14300,25200
1428,Andhra Pradesh,VIZIANAGARAM,Rabi       ,Moong(Green Gram),14272,7850
1429,Odisha,BARGARH,Autumn     ,Moong(Green Gram),14264,2710.2
1430,Bihar,SITAMARHI,Autumn     ,Rice,14227,19776
1431,Bihar,MUNGER,Rabi       ,Wheat,14170,23133
1432,Karnataka,GULBARGA,Rabi       ,Wheat,14149,23751
1433,Karnataka,DAVANGERE,Kharif     ,Groundnut,14093,15089
1434,West Bengal,HOOGHLY,Rabi       ,Rapeseed &Mustard,14084,12306
1435,Bihar,KISHANGANJ,Rabi       ,Wheat,14080,16658
1436,Bihar,VAISHALI,Autumn     ,Maize,14063,54235
1437,Uttar Pradesh,KANPUR NAGAR,Rabi       ,Rapeseed &Mustard,14049,11420
1438,Karnataka,CHAMARAJANAGAR,Kharif     ,Jowar,14019,6033
1439,Uttarakhand,PAURI GARHWAL,Kharif     ,Small millets,14005,17113
1440,Punjab,HOSHIARPUR,Kharif     ,Groundnut,14000,26000
1441,Telangana ,ADILABAD,Rabi       ,Rice,13996,45123
1442,Chhattisgarh,KONDAGAON,Kharif     ,Maize,13934,27892
1443,Arunachal Pradesh,LOWER DIBANG VALLEY,Kharif     ,Rice,13906,16479
1444,Maharashtra,AURANGABAD,Whole Year ,Sugarcane,13900,932200
1445,West Bengal,NADIA,Kharif     ,Urad,13856,10759
1446,Sikkim,WEST DISTRICT,Kharif     ,Maize,13840,24000
1447,Andhra Pradesh,KURNOOL,Kharif     ,Dry chillies,13822,70022
1448,Andhra Pradesh,SRIKAKULAM,Whole Year ,Coconut ,13811,328149000
1449,Uttar Pradesh,BULANDSHAHR,Kharif     ,Bajra,13775,27906
1450,Chhattisgarh,SUKMA,Kharif     ,Small millets,13746,2808
1451,Karnataka,CHAMARAJANAGAR,Kharif     ,Rice,13739,44455
1452,Andhra Pradesh,KURNOOL,Rabi       ,Groundnut,13725,31595
1453,Maharashtra,WARDHA,Rabi       ,Wheat,13700,19900
1454,Punjab,FIROZEPUR,Kharif     ,Guar seed,13700,10600
1455,Andhra Pradesh,VIZIANAGARAM,Kharif     ,Cashewnut,13642,3438
1456,Uttar Pradesh,RAE BARELI,Kharif     ,Urad,13639,2564
1457,Telangana ,ADILABAD,Rabi       ,Maize,13614,43156
1458,Bihar,AURANGABAD,Rabi       ,Masoor,13612,9474
1459,Karnataka,BELLARY,Rabi       ,Sunflower,13580,8063
1460,Uttar Pradesh,KHERI,Rabi       ,Masoor,13574,9814
1461,Uttarakhand,HARIDWAR,Kharif     ,Total foodgrain,13548,29585
1462,Andhra Pradesh,VISAKHAPATANAM,Kharif     ,Mango,13528,37229
1463,Uttar Pradesh,ALLAHABAD,Rabi       ,Potato,13521,201612
1464,Uttarakhand,CHAMOLI,Rabi       ,Wheat,13506,15386
1465,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif     ,Rice,13490,25181
1466,West Bengal,COOCHBEHAR,Whole Year ,Tobacco,13437,22780
1467,Karnataka,CHAMARAJANAGAR,Kharif     ,Groundnut,13384,9333
1468,Karnataka,KOPPAL,Kharif     ,Groundnut,13360,10750
1469,Karnataka,RAICHUR,Kharif     ,Sunflower,13318,6048
1470,Chhattisgarh,JANJGIR-CHAMPA,Rabi       ,Khesari,13312,15184
1471,Andhra Pradesh,CHITTOOR,Kharif     ,Rice,13304,44462
1472,Maharashtra,PUNE,Kharif     ,Maize,13300,54500
1473,West Bengal,HOOGHLY,Summer     ,Groundnut,13267,29037
1474,Kerala,THRISSUR,Winter     ,Rice,13236,39904
1475,Uttar Pradesh,AURAIYA,Rabi       ,Rapeseed &Mustard,13229,10795
1476,Uttar Pradesh,LALITPUR,Rabi       ,Gram,13216,9740
1477,Maharashtra,LATUR,Kharif     ,Moong(Green Gram),13200,4800
1478,West Bengal,BARDHAMAN,Autumn     ,Rice,13198,44362
1479,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar,13189,4234
1480,Karnataka,KOLAR,Kharif     ,Groundnut,13160,5663
1481,Nagaland,ZUNHEBOTO,Kharif     ,Rice,13150,27210
1482,Uttarakhand,BAGESHWAR,Kharif     ,Rice,13130,19916
1483,Uttarakhand,BAGESHWAR,Whole Year ,Rice,13130,19916
1484,West Bengal,DINAJPUR DAKSHIN,Rabi       ,Wheat,13114,41396
1485,Maharashtra,OSMANABAD,Kharif     ,Rice,13100,2500
1486,Uttar Pradesh,SAMBHAL,Kharif     ,Urad,13077,10998
1487,Uttar Pradesh,GHAZIPUR,Kharif     ,Bajra,13037,23380
1488,Uttar Pradesh,LALITPUR,Rabi       ,Masoor,13035,9190
1489,Uttarakhand,HARIDWAR,Whole Year ,Rice,13033,29007
1490,Chhattisgarh,RAJNANDGAON,Rabi       ,Wheat,13022,15803
1491,Karnataka,BAGALKOT,Kharif     ,Sunflower,13020,8151
1492,Bihar,KISHANGANJ,Summer     ,Rice,13010,34113
1493,Odisha,JAJAPUR,Autumn     ,Rice,13000,13000
1494,Punjab,SANGRUR,Kharif     ,Cotton(lint),13000,51000
1495,Uttarakhand,HARIDWAR,Kharif     ,Rice,12985,28856
1496,Uttar Pradesh,MIRZAPUR,Rabi       ,Gram,12948,12987
1497,Uttar Pradesh,JHANSI,Rabi       ,Masoor,12945,3819
1498,Uttarakhand,ALMORA,Kharif     ,Small millets,12912,16340
1499,Maharashtra,GONDIA,Summer     ,Rice,12900,36100
1500,Maharashtra,LATUR,Rabi       ,Safflower,12900,3800
1501,Andhra Pradesh,PRAKASAM,Rabi       ,Jowar,12887,19627
1502,Karnataka,MYSORE,Rabi       ,Ragi,12834,22361
1503,Andhra Pradesh,PRAKASAM,Rabi       ,Sesamum,12831,2425
1504,Maharashtra,GONDIA,Rabi       ,Other  Rabi pulses,12800,2800
1505,West Bengal,COOCHBEHAR,Rabi       ,Maize,12750,82875
1506,Maharashtra,SOLAPUR,Kharif     ,Maize,12700,24000
1507,Assam,DHUBRI,Kharif     ,Jute,12690,128294
1508,Uttar Pradesh,CHITRAKOOT,Kharif     ,Rice,12662,12763
1509,Uttar Pradesh,MIRZAPUR,Kharif     ,Arhar/Tur,12636,10257
1510,Telangana ,ADILABAD,Rabi       ,Gram,12611,15070
1511,Maharashtra,NANDURBAR,Kharif     ,Arhar/Tur,12600,2800
1512,Jammu and Kashmir ,KISHTWAR,Kharif     ,Maize,12582,6217
1513,Bihar,DARBHANGA,Rabi       ,Maize,12522,37140
1514,Maharashtra,AKOLA,Kharif     ,Jowar,12500,15100
1515,Telangana ,NIZAMABAD,Kharif     ,Turmeric,12458,47004
1516,Uttar Pradesh,CHITRAKOOT,Kharif     ,Jowar,12446,11378
1517,Chhattisgarh,KANKER,Kharif     ,Small millets,12431,4114
1518,Andhra Pradesh,EAST GODAVARI,Kharif     ,Sugarcane,12405,1056420
1519,Assam,NALBARI,Summer     ,Paddy,12375,36420
1520,Assam,NALBARI,Summer     ,Rice,12375,36420
1521,Maharashtra,BULDHANA,Kharif     ,Moong(Green Gram),12300,4000
1522,Andhra Pradesh,SPSR NELLORE,Rabi       ,Tobacco,12296,30002
1523,Karnataka,CHITRADURGA,Kharif     ,Sunflower,12272,6307
1524,Uttar Pradesh,KANPUR NAGAR,Kharif     ,Jowar,12252,9359
1525,Odisha,JAJAPUR,Summer     ,Moong(Green Gram),12248,3258
1526,Uttarakhand,UDAM SINGH NAGAR,Summer     ,Total foodgrain,12194,38302
1527,Andhra Pradesh,EAST GODAVARI,Rabi       ,Maize,12156,98257
1528,Uttarakhand,UDAM SINGH NAGAR,Summer     ,Rice,12150,38236
1529,Karnataka,KOPPAL,Kharif     ,Cotton(lint),12128,36529
1530,Bihar,AURANGABAD,Rabi       ,Khesari,12126,9216
1531,Bihar,SAMASTIPUR,Autumn     ,Maize,12114,29411
1532,Maharashtra,PUNE,Kharif     ,Ragi,12100,13200
1533,Uttarakhand,TEHRI GARHWAL,Whole Year ,Pulses total,12085,10210
1534,Bihar,KATIHAR,Autumn     ,Maize,12063,54963
1535,Andhra Pradesh,VIZIANAGARAM,Kharif     ,Sesamum,12055,3532
1536,Karnataka,HASSAN,Whole Year ,Tobacco,12037,10543
1537,Uttar Pradesh,UNNAO,Kharif     ,Sesamum,12031,1985
1538,Bihar,SIWAN,Autumn     ,Maize,12023,30399
1539,Bihar,NALANDA,Rabi       ,Masoor,12013,12145
1540,Punjab,PATHANKOT,Kharif     ,Urad,12000,6700
1541,Punjab,TARN TARAN,Kharif     ,Moong(Green Gram),12000,8000
1542,Chhattisgarh,BALRAMPUR,Kharif     ,Niger seed,11983,1871
1543,Uttar Pradesh,JAUNPUR,Kharif     ,Arhar/Tur,11954,11677
1544,Bihar,SAHARSA,Rabi       ,Maize,11939,50574
1545,Uttar Pradesh,FARRUKHABAD,Kharif     ,Rice,11900,33213
1546,Uttar Pradesh,HARDOI,Rabi       ,Rapeseed &Mustard,11891,6893
1547,Uttar Pradesh,KANPUR NAGAR,Rabi       ,Potato,11866,110200
1548,Karnataka,DAVANGERE,Whole Year ,Coconut ,11863,164139
1549,Telangana ,NALGONDA,Rabi       ,Groundnut,11809,15210
1550,Uttar Pradesh,KANPUR DEHAT,Kharif     ,Jowar,11802,13451
1551,Uttar Pradesh,CHITRAKOOT,Kharif     ,Arhar/Tur,11800,339
1552,West Bengal,BANKURA,Rabi       ,Rapeseed &Mustard,11795,9279
1553,Uttarakhand,NAINITAL,Whole Year ,Rice,11793,33161
1554,West Bengal,MURSHIDABAD,Rabi       ,Potato,11769,392480
1555,Jammu and Kashmir ,ANANTNAG,Kharif     ,Maize,11761,13768
1556,Karnataka,HASSAN,Kharif     ,Cowpea(Lobia),11756,3887
1557,Uttarakhand,TEHRI GARHWAL,Kharif     ,Ragi,11756,17704
1558,Assam,NAGAON,Autumn     ,Paddy,11711,19345
1559,Assam,NAGAON,Autumn     ,Rice,11711,19345
1560,Bihar,VAISHALI,Summer     ,Maize,11707,45431
1561,Maharashtra,SATARA,Rabi       ,Maize,11700,24800
1562,Assam,BONGAIGAON,Summer     ,Paddy,11685,38969
1563,Assam,BONGAIGAON,Summer     ,Rice,11685,38969
1564,Uttar Pradesh,JALAUN,Rabi       ,Rapeseed &Mustard,11680,3591
1565,Kerala,WAYANAD,Whole Year ,Arecanut,11613,6071
1566,Uttar Pradesh,MAHOBA,Kharif     ,Groundnut,11609,4609
1567,Maharashtra,BHANDARA,Kharif     ,Arhar/Tur,11600,4000
1568,Maharashtra,DHULE,Kharif     ,Arhar/Tur,11600,5200
1569,Uttarakhand,NAINITAL,Kharif     ,Rice,11597,32544
1570,Andhra Pradesh,KADAPA,Rabi       ,Groundnut,11588,15435
1571,Assam,CHIRANG,Rabi       ,Rapeseed &Mustard,11555,5606
1572,Andhra Pradesh,SPSR NELLORE,Rabi       ,Moong(Green Gram),11526,9463
1573,Karnataka,BELLARY,Kharif     ,Dry chillies,11522,14678
1574,Bihar,MUZAFFARPUR,Rabi       ,Maize,11519,24535
1575,West Bengal,PURULIA,Kharif     ,Urad,11493,3287
1576,Chhattisgarh,JASHPUR,Kharif     ,Urad,11489,3934
1577,Uttar Pradesh,AMBEDKAR NAGAR,Kharif     ,Sugarcane,11458,715575
1578,West Bengal,MALDAH,Kharif     ,Urad,11457,10569
1579,Arunachal Pradesh,LOHIT,Kharif     ,Rice,11450,22080
1580,Maharashtra,BHANDARA,Rabi       ,Wheat,11400,13900
1581,Maharashtra,RAIGAD,Rabi       ,Other  Rabi pulses,11400,8000
1582,Goa,NORTH GOA,Whole Year ,Coconut ,11399,564
1583,Karnataka,MYSORE,Kharif     ,Other Kharif pulses,11389,6091
1584,West Bengal,COOCHBEHAR,Rabi       ,Wheat,11386,26492
1585,Uttar Pradesh,SAMBHAL,Rabi       ,Potato,11367,305681
1586,Uttar Pradesh,KANPUR DEHAT,Kharif     ,Maize,11363,18238
1587,Meghalaya,WEST GARO HILLS,Winter     ,Rice,11352,33035
1588,Bihar,JAMUI,Rabi       ,Wheat,11332,13236
1589,Arunachal Pradesh,PAPUM PARE,Kharif     ,Rice,11325,23105
1590,Bihar,PURNIA,Rabi       ,Maize,11323,20563
1591,Meghalaya,WEST GARO HILLS,Autumn     ,Rice,11313,25183
1592,Uttar Pradesh,KAUSHAMBI,Kharif     ,Bajra,11306,10588
1593,Uttarakhand,RUDRA PRAYAG,Rabi       ,Total foodgrain,11300,13579
1594,Uttarakhand,TEHRI GARHWAL,Kharif     ,Rice,11291,18985
1595,Uttarakhand,TEHRI GARHWAL,Whole Year ,Rice,11291,18985
1596,Andhra Pradesh,ANANTAPUR,Kharif     ,Mango,11278,70939
1597,Uttarakhand,CHAMOLI,Kharif     ,Rice,11265,14414
1598,Uttarakhand,CHAMOLI,Whole Year ,Rice,11265,14414
1599,Uttar Pradesh,SITAPUR,Kharif     ,Urad,11239,6979
1600,Uttarakhand,UTTAR KASHI,Rabi       ,Total foodgrain,11222,14654
1601,Chhattisgarh,KANKER,Kharif     ,Maize,11213,22076
1602,Chhattisgarh,DURG,Rabi       ,Khesari,11165,9243
1603,Odisha,MALKANGIRI,Winter     ,Sesamum,11145,2474.2
1604,Uttar Pradesh,GHAZIABAD,Kharif     ,Sugarcane,11136,750076
1605,Chhattisgarh,BASTAR,Kharif     ,Small millets,11075,2344
1606,Kerala,ALAPPUZHA,Autumn     ,Rice,11073,28432
1607,Telangana ,RANGAREDDI,Rabi       ,Rice,11065,30838
1608,Bihar,SAMASTIPUR,Summer     ,Moong(Green Gram),11023,5952
1609,Karnataka,CHITRADURGA,Rabi       ,Jowar,11013,8108
1610,Andhra Pradesh,VIZIANAGARAM,Rabi       ,Sesamum,11006,2630
1611,Maharashtra,DHULE,Rabi       ,Jowar,11000,14800
1612,Punjab,JALANDHAR,Whole Year ,Sugarcane,11000,825000
1613,West Bengal,24 PARAGANAS NORTH,Summer     ,Sesamum,10992,13749
1614,Andhra Pradesh,KURNOOL,Rabi       ,Coriander,10989,3857
1615,Uttar Pradesh,ALLAHABAD,Rabi       ,Masoor,10988,4417
1616,Karnataka,HASSAN,Rabi       ,Ragi,10978,14038
1617,Karnataka,BAGALKOT,Kharif     ,Onion,10969,82750
1618,Jammu and Kashmir ,JAMMU,Kharif     ,Maize,10961,13306
1619,Uttar Pradesh,PILIBHIT,Summer     ,Rice,10953,28763
1620,Uttar Pradesh,SULTANPUR,Kharif     ,Sugarcane,10951,648825
1621,Uttar Pradesh,SONBHADRA,Rabi       ,Gram,10941,10424
1622,Jammu and Kashmir ,BADGAM,Kharif     ,Maize,10936,13593
1623,Arunachal Pradesh,LOHIT,Whole Year ,Oilseeds total,10921,9245
1624,Uttar Pradesh,HARDOI,Rabi       ,Potato,10874,209357
1625,Uttar Pradesh,SHRAVASTI,Kharif     ,Maize,10870,8381
1626,Andhra Pradesh,PRAKASAM,Rabi       ,Dry chillies,10867,73244
1627,Uttar Pradesh,FATEHPUR,Kharif     ,Urad,10863,3943
1628,Assam,BAKSA,Autumn     ,Paddy,10800,18283
1629,Assam,BAKSA,Autumn     ,Rice,10800,18283
1630,Maharashtra,BEED,Kharif     ,Groundnut,10800,2600
1631,Maharashtra,BULDHANA,Rabi       ,Jowar,10800,8900
1632,Bihar,ARWAL,Rabi       ,Wheat,10776,18373
1633,West Bengal,BARDHAMAN,Kharif     ,Jute,10776,222022
1634,Bihar,SAMASTIPUR,Summer     ,Maize,10774,32041
1635,Karnataka,KOPPAL,Rabi       ,Cotton(lint),10772,13182
1636,West Bengal,COOCHBEHAR,Rabi       ,Rapeseed &Mustard,10742,5135
1637,Assam,KAMRUP,Rabi       ,Rapeseed &Mustard,10740,6404
1638,Kerala,WAYANAD,Whole Year ,Banana,10719,100284
1639,Uttar Pradesh,LALITPUR,Kharif     ,Groundnut,10706,7815
1640,Uttar Pradesh,MAHOBA,Rabi       ,Barley,10701,18398
1641,Uttarakhand,TEHRI GARHWAL,Kharif     ,Pulses total,10697,9229
1642,Bihar,PATNA,Rabi       ,Khesari,10670,17573
1643,Uttar Pradesh,MUZAFFARNAGAR,Kharif     ,Rice,10667,25729
1644,Karnataka,BELLARY,Kharif     ,Sunflower,10633,6495
1645,Andhra Pradesh,PRAKASAM,Kharif     ,Bajra,10611,10887
1646,Uttar Pradesh,SAMBHAL,Rabi       ,Rapeseed &Mustard,10575,10217
1647,Karnataka,YADGIR,Kharif     ,Moong(Green Gram),10550,3598
1648,Chhattisgarh,SURAJPUR,Kharif     ,Maize,10489,18783
1649,Uttar Pradesh,SONBHADRA,Kharif     ,Arhar/Tur,10409,9186
1650,Karnataka,HASSAN,Kharif     ,Moong(Green Gram),10403,1828
1651,Maharashtra,DHULE,Rabi       ,Maize,10400,37400
1652,Arunachal Pradesh,LOHIT,Kharif     ,Maize,10390,12850
1653,Assam,BAKSA,Rabi       ,Rapeseed &Mustard,10380,5384
1654,Karnataka,HAVERI,Whole Year ,Sugarcane,10376,1094149
1655,Assam,KARBI ANGLONG,Kharif     ,Maize,10375,37969
1656,Assam,JORHAT,Rabi       ,Rapeseed &Mustard,10365,8129
1657,Telangana ,KARIMNAGAR,Kharif     ,Turmeric,10363,64986
1658,Andhra Pradesh,VISAKHAPATANAM,Rabi       ,Other  Rabi pulses,10344,11740
1659,Nagaland,KIPHIRE,Kharif     ,Rice,10340,21130
1660,Telangana ,ADILABAD,Kharif     ,Jowar,10338,10276
1661,Kerala,WAYANAD,Whole Year ,Coconut ,10326,59000000
1662,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed,10320,5903
1663,Chhattisgarh,BALRAMPUR,Kharif     ,Small millets,10256,3021
1664,Bihar,PASHCHIM CHAMPARAN,Rabi       ,Masoor,10238,4525
1665,Uttar Pradesh,AGRA,Kharif     ,Rice,10164,24231
1666,Uttar Pradesh,GHAZIPUR,Rabi       ,Masoor,10135,8980
1667,Nagaland,TUENSANG,Kharif     ,Maize,10130,20070
1668,Telangana ,MEDAK,Rabi       ,Gram,10104,10902
1669,Maharashtra,PALGHAR,Kharif     ,Ragi,10100,7000
1670,Bihar,KHAGARIA,Autumn     ,Rice,10094,9540
1671,Nagaland,ZUNHEBOTO,Kharif     ,Maize,10090,19950
1672,Karnataka,MYSORE,Kharif     ,Urad,10082,3007
1673,Karnataka,KOPPAL,Kharif     ,Sesamum,10077,6902
1674,Kerala,WAYANAD,Whole Year ,Black pepper,10064,4794
1675,Bihar,BHAGALPUR,Summer     ,Maize,10051,41149
1676,Uttar Pradesh,FATEHPUR,Kharif     ,Sesamum,10049,1799
1677,Karnataka,TUMKUR,Kharif     ,Arhar/Tur,10040,2337
1678,Uttar Pradesh,ETAH,Rabi       ,Rapeseed &Mustard,10016,14802
1679,Karnataka,BELGAUM,Kharif     ,Onion,10001,48132
1680,Maharashtra,WASHIM,Kharif     ,Jowar,10000,7500
1681,Punjab,FARIDKOT,Kharif     ,Cotton(lint),10000,37000
1682,Punjab,NAWANSHAHR,Kharif     ,Maize,10000,44000
1683,Kerala,KOZHIKODE,Whole Year ,Arecanut,9966,11279
1684,Karnataka,KOLAR,Rabi       ,Horse-gram,9961,6397
1685,Uttarakhand,UTTAR KASHI,Rabi       ,Wheat,9961,13643
1686,Uttarakhand,RUDRA PRAYAG,Rabi       ,Wheat,9925,11961
1687,Chhattisgarh,BASTAR,Kharif     ,Maize,9924,19865
1688,Uttarakhand,UTTAR KASHI,Kharif     ,Rice,9919,16499
1689,Uttarakhand,UTTAR KASHI,Whole Year ,Rice,9919,16499
1690,West Bengal,NADIA,Rabi       ,Gram,9906,10567
1691,Odisha,JAJAPUR,Summer     ,Groundnut,9900,11899.8
1692,Bihar,PURNIA,Summer     ,Rice,9893,24699
1693,Telangana ,MAHBUBNAGAR,Kharif     ,Dry chillies,9883,33800
1694,Uttar Pradesh,JAUNPUR,Kharif     ,Sugarcane,9870,565156
1695,Chhattisgarh,MAHASAMUND,Kharif     ,Urad,9869,2640
1696,Uttar Pradesh,PRATAPGARH,Kharif     ,Bajra,9860,7733
1697,Uttar Pradesh,UNNAO,Rabi       ,Potato,9838,199653
1698,Uttar Pradesh,BARABANKI,Rabi       ,Masoor,9803,4764
1699,Andhra Pradesh,WEST GODAVARI,Kharif     ,Cotton(lint),9795,13807
1700,Uttar Pradesh,KAUSHAMBI,Rabi       ,Gram,9795,3158
1701,Telangana ,ADILABAD,Rabi       ,Jowar,9787,7448
1702,West Bengal,24 PARAGANAS NORTH,Rabi       ,Potato,9776,323514
1703,Assam,NAGAON,Kharif     ,Jute,9771,165838
1704,Telangana ,ADILABAD,Kharif     ,Maize,9764,25601
1705,Uttar Pradesh,BARABANKI,Kharif     ,Sugarcane,9736,564143
1706,Uttar Pradesh,KUSHI NAGAR,Rabi       ,Rapeseed &Mustard,9696,5024
1707,Uttar Pradesh,SANT RAVIDAS NAGAR,Kharif     ,Bajra,9694,11383
1708,Bihar,PURBI CHAMPARAN,Rabi       ,Masoor,9691,2849
1709,Uttar Pradesh,JAUNPUR,Rabi       ,Potato,9686,143605
1710,Telangana ,WARANGAL,Rabi       ,Dry chillies,9647,27668
1711,Uttar Pradesh,KASGANJ,Rabi       ,Tobacco,9634,45395
1712,Chhattisgarh,BALRAMPUR,Rabi       ,Wheat,9629,13936
1713,Andhra Pradesh,VISAKHAPATANAM,Kharif     ,Small millets,9627,5426
1714,Bihar,BHOJPUR,Rabi       ,Masoor,9625,7902
1715,Assam,LAKHIMPUR,Whole Year ,Potato,9623,42574
1716,Odisha,BARGARH,Autumn     ,Groundnut,9595,8270.9
1717,Andhra Pradesh,KADAPA,Rabi       ,Jowar,9591,15183
1718,Uttar Pradesh,JHANSI,Kharif     ,Rice,9590,17694
1719,Uttar Pradesh,PILIBHIT,Rabi       ,Rapeseed &Mustard,9573,6051
1720,Andhra Pradesh,SRIKAKULAM,Kharif     ,Cotton(lint),9563,42122
1721,Uttarakhand,PAURI GARHWAL,Whole Year ,Pulses total,9541,6250
1722,Uttar Pradesh,ETAH,Rabi       ,Tobacco,9535,45282
1723,West Bengal,DARJEELING,Autumn     ,Ragi,9530,10674
1724,Karnataka,DAVANGERE,Whole Year ,Sugarcane,9523,1221325
1725,Bihar,PURNIA,Autumn     ,Rice,9483,18508
1726,Uttar Pradesh,LALITPUR,Rabi       ,Barley,9401,15079
1727,Maharashtra,JALGAON,Summer     ,Maize,9400,23500
1728,Maharashtra,YAVATMAL,Summer     ,Groundnut,9400,11500
1729,Bihar,GOPALGANJ,Rabi       ,Maize,9399,25819
1730,Uttar Pradesh,FIROZABAD,Kharif     ,Maize,9398,25572
1731,Uttar Pradesh,BARABANKI,Kharif     ,Urad,9381,4906
1732,Assam,DHEMAJI,Autumn     ,Paddy,9379,12595
1733,Assam,DHEMAJI,Autumn     ,Rice,9379,12595
1734,Uttar Pradesh,BALRAMPUR,Kharif     ,Arhar/Tur,9377,5499
1735,Kerala,KOTTAYAM,Summer     ,Rice,9346,27118
1736,Chhattisgarh,SURGUJA,Kharif     ,Maize,9312,16677
1737,Karnataka,CHIKMAGALUR,Rabi       ,Gram,9300,8535
1738,Meghalaya,RI BHOI,Winter     ,Rice,9278,31115
1739,Uttarakhand,PITHORAGARH,Whole Year ,Pulses total,9262,7392
1740,Karnataka,BELGAUM,Kharif     ,Bajra,9256,6146
1741,West Bengal,JALPAIGURI,Summer     ,Maize,9252,25924
1742,Chhattisgarh,SURGUJA,Kharif     ,Niger seed,9249,1685
1743,Assam,KAMRUP,Autumn     ,Paddy,9246,13988
1744,Assam,KAMRUP,Autumn     ,Rice,9246,13988
1745,West Bengal,MURSHIDABAD,Rabi       ,Khesari,9239,8225
1746,Uttar Pradesh,KASGANJ,Rabi       ,Rapeseed &Mustard,9210,13465
1747,Andhra Pradesh,SPSR NELLORE,Kharif     ,Mango,9206,81823
1748,Jammu and Kashmir ,BANDIPORA,Kharif     ,Rice,9203,11049
1749,Kerala,KANNUR,Whole Year ,Arecanut,9180,10660
1750,Uttarakhand,DEHRADUN,Kharif     ,Rice,9179,17672
1751,Uttarakhand,DEHRADUN,Whole Year ,Rice,9179,17672
1752,Karnataka,CHAMARAJANAGAR,Kharif     ,Sunflower,9141,2223
1753,Jammu and Kashmir ,SAMBA,Kharif     ,Rice,9123,15145
1754,Karnataka,CHAMARAJANAGAR,Whole Year ,Coconut ,9122,81403
1755,Andhra Pradesh,SRIKAKULAM,Kharif     ,Maize,9103,36330
1756,Maharashtra,AHMEDNAGAR,Kharif     ,Arhar/Tur,9100,1800
1757,Maharashtra,RAIGAD,Summer     ,Rice,9100,30100
1758,Assam,DIMA HASAO,Winter     ,Paddy,9093,24211
1759,Assam,DIMA HASAO,Winter     ,Rice,9093,24211
1760,Karnataka,KOPPAL,Rabi       ,Horse-gram,9093,4570
1761,Arunachal Pradesh,CHANGLANG,Kharif     ,Rice,9081,20169
1762,Uttar Pradesh,BULANDSHAHR,Rabi       ,Rapeseed &Mustard,9068,8315
1763,Kerala,PALAKKAD,Whole Year ,Arecanut,9062,8561
1764,West Bengal,DINAJPUR UTTAR,Autumn     ,Maize,9061,23046
1765,Chhattisgarh,GARIYABAND,Kharif     ,Maize,9023,15314
1766,Maharashtra,AURANGABAD,Rabi       ,Maize,9000,11400
1767,Odisha,KANDHAMAL,Autumn     ,Rice,9000,11000
1768,Odisha,MALKANGIRI,Autumn     ,Rice,9000,11000
1769,Punjab,FAZILKA,Rabi       ,Gram,9000,9600
1770,Uttar Pradesh,DEORIA,Kharif     ,Sugarcane,8996,567792
1771,Sikkim,EAST DISTRICT,Kharif     ,Maize,8990,15400
1772,Arunachal Pradesh,EAST KAMENG,Kharif     ,Rice,8968,9436
1773,Uttar Pradesh,KAUSHAMBI,Kharif     ,Arhar/Tur,8962,5232
1774,Uttarakhand,RUDRA PRAYAG,Kharif     ,Rice,8944,11675
